Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102
,,sp059,22.49618429,8.821462736,17.20247561,13.2342717,22.93663415,8.381012878,30.87719717,20.73022967,14.99607113,6.174608397,39.69865991,11.02786722,4.853258821,26.46438821,19.84932995,7.940563019,6.174608397,4.412808962,3.087304198,27.34944311,7.50011316,10.58741736,18.96843024,26.02393835,10.1469675,26.02393835,14.55562127,13.67472156,11.21900584,8.310374693,15.37419318,15.37419318,7.479337223,6.648299754,22.02249294,11.63452457,14.12763698,8.310374693,36.15012991,7.063818489,7.063818489,7.479337223,9.556930897,46.95361701,26.17768028,34.90357371,4.986224816,4.986224816,115.0986895,32.4104613,31.99494257,16.20523065,11.63452457,27.42423649,28.25527396,19.52938053,28.25527396,25.34664281,29.50183016,16.20523065,54.0174355,22.43801167,8.310374693,4.570706081,9.972449631,8.725893427,19.94489926,32.4104613,27.00871775,4.986224816,12.46556204,17.45178685,15.78971192,6.232781019,14.12763698,15.37419318,9.141412162,2.077593673,9.556930897,15.78971192,12.88108077,17.86730559,11.63452457,0.831037469,3.324149877,16.20523065,10.38796837,3.527754057,9.702362454,8.821462736,13.71211824,,,,sp059,232.5596759,,430.6361753,,473.3470233
,,sp060,22.76969968,8.92871674,17.4116285,13.39517796,23.21550467,8.482911759,31.25261144,20.98227405,15.17839789,6.249681147,40.18132818,11.16194735,4.912266204,26.78615022,20.09066409,8.037106778,6.249681147,4.466461224,3.124840574,27.68196589,7.591301797,10.71614237,19.19905413,26.34034524,10.27033739,26.34034524,14.73259291,13.84098294,11.35540989,8.411414734,15.56111726,15.56111726,7.57027326,6.729131787,22.29024904,11.77598063,14.29940505,8.411414734,36.58965409,7.149702524,7.149702524,7.57027326,9.673126944,47.52449325,26.49595641,35.32794188,5.04684884,5.04684884,116.4980941,32.80451746,32.38394672,16.40225873,11.77598063,27.75766862,28.59881009,19.76682462,28.59881009,25.65481494,29.8605223,16.40225873,54.67419577,22.71081978,8.411414734,4.626278104,10.09369768,8.83198547,20.18739536,32.80451746,27.33709788,5.04684884,12.6171221,17.66397094,15.98168799,6.30856105,14.29940505,15.56111726,9.252556207,2.102853683,9.673126944,15.98168799,13.03769284,18.08454168,11.77598063,0.841141473,3.364565893,16.40225873,10.51426842,3.570645554,9.820326702,8.92871674,13.87883431,,,,sp060,231.926832,,427.3870444,,472.5960118
,,sp061,23.16042175,9.081931173,17.71040747,13.6250357,23.61387663,8.628476296,31.78889805,21.34232436,15.43885521,6.356924034,40.87082922,11.35348344,4.996559402,27.24579352,20.43541461,8.175021419,6.356924034,4.543104525,3.178462017,28.15698115,7.721566542,10.90002856,19.52850485,26.79233864,10.44657368,26.79233864,14.98540033,14.07849058,11.55026574,8.555752401,15.82814194,15.82814194,7.700177161,6.844601921,22.67274386,11.97805336,14.54477908,8.555752401,37.21752294,7.272389541,7.272389541,7.700177161,9.839115261,48.34000106,26.95062006,35.93416008,5.13345144,5.13345144,118.4971708,33.36743436,32.93964674,16.68371718,11.97805336,28.23398292,29.08955816,20.10601814,29.08955816,26.09504482,30.37292102,16.68371718,55.61239061,23.10053148,8.555752401,4.70566382,10.26690288,8.983540021,20.53380576,33.36743436,27.8061953,5.13345144,12.8336286,17.96708004,16.25592956,6.416814301,14.54477908,15.82814194,9.411327641,2.1389381,9.839115261,16.25592956,13.26141622,18.39486766,11.97805336,0.85557524,3.42230096,16.68371718,10.6946905,3.631916894,9.988840928,9.081931173,14.11699146,,,,sp061,231.2403681,,423.5858957,,471.9162401
,,sp062,23.75441718,9.314855498,18.16462636,13.97447704,24.21950181,8.849770862,32.60418804,21.88969104,15.83481559,6.51996009,41.91904354,11.64466627,5.124706181,27.9445665,20.95952177,8.384686226,6.51996009,4.659621545,3.259980045,28.87912336,7.91960159,11.17958163,20.0293525,27.47948186,10.714497,27.47948186,15.36973095,14.43956168,11.84649545,8.775181817,16.23408636,16.23408636,7.897663635,7.020145453,23.25423181,12.28525454,14.91780909,8.775181817,38.1720409,7.458904544,7.458904544,7.897663635,10.09145909,49.57977726,27.64182272,36.85576363,5.26510909,5.26510909,121.5362682,34.22320909,33.78444999,17.11160454,12.28525454,28.9581,29.83561818,20.62167727,29.83561818,26.76430454,31.15189545,17.11160454,57.03868181,23.69299091,8.775181817,4.826349999,10.53021818,9.213940908,21.06043636,34.22320909,28.5193409,5.26510909,13.16277273,18.42788182,16.67284545,6.581386363,14.91780909,16.23408636,9.652699998,2.193795454,10.09145909,16.67284545,13.60153182,18.86664091,12.28525454,0.877518182,3.510072727,17.11160454,10.96897727,3.725064681,10.24502477,9.314855498,14.47905,,,,sp062,230.5336716,,419.0051551,,471.3213043
,,sp063,24.52377738,9.616545878,18.75294392,14.42708366,25.00392522,9.136398038,33.66017542,22.59865633,16.34767502,6.731129145,43.2767213,12.02181477,5.290685627,28.84963763,21.63836065,8.656250199,6.731129145,4.810537787,3.365564572,29.81446301,8.176102359,11.54166693,20.67806497,28.36948979,11.06151909,28.36948979,15.86752718,14.9072315,12.23018081,9.059393196,16.75987741,16.75987741,8.153453876,7.247514557,24.00739197,12.68315047,15.40096843,9.059393196,39.4083604,7.700484217,7.700484217,8.153453876,10.41830218,51.18557156,28.53708857,38.04945142,5.435635918,5.435635918,125.4725958,35.33163346,34.8786638,17.66581673,12.68315047,29.89599755,30.80193687,21.28957401,30.80193687,27.63114925,32.16084585,17.66581673,58.88605577,24.46036163,9.059393196,4.982666258,10.87127184,9.512362856,21.74254367,35.33163346,29.44302789,5.435635918,13.58908979,19.02472571,17.21284707,6.794544897,15.40096843,16.75987741,9.965332516,2.264848299,10.41830218,17.21284707,14.04205945,19.47769537,12.68315047,0.90593932,3.623757278,17.66581673,11.3242415,3.845712412,10.57684156,9.616545878,14.94799877,,,,sp063,229.7987608,,413.7527004,,470.7887985
,,sp064,25.44059377,9.976058474,19.45401888,14.96643723,25.93869184,9.477960406,34.91855418,23.44350246,16.9588295,6.982771028,44.89461265,12.47124785,5.488476824,29.92817542,22.44730633,8.979862338,6.982771028,4.990378756,3.491385514,30.9290706,8.48176427,11.97314978,21.45111019,29.43007735,11.47505172,29.43007735,16.46073143,15.4645353,12.68740362,9.398076753,17.38644199,17.38644199,8.458269078,7.518461403,24.9049034,13.15730745,15.97673048,9.398076753,40.88163388,7.98836524,7.98836524,8.458269078,10.80778827,53.09913366,29.60394177,39.47192236,5.638846052,5.638846052,130.163363,36.65249934,36.1825955,18.32624967,13.15730745,31.01365329,31.95346096,22.08548037,31.95346096,28.6641341,33.36317247,18.32624967,61.0874989,25.37480723,9.398076753,5.168942214,11.2776921,9.867980591,22.55538421,36.65249934,30.54374945,5.638846052,14.09711513,19.73596118,17.85634583,7.048557565,15.97673048,17.38644199,10.33788443,2.349519188,10.80778827,17.85634583,14.56701897,20.20586502,13.15730745,0.939807675,3.759230701,18.32624967,11.74759594,3.989483582,10.97225461,9.976058474,15.50682664,,,,sp064,229.027654,,407.9364094,,470.2963165
,,sp065,26.47695776,10.38244945,20.24651,15.5761194,26.99534666,9.864060546,36.3410183,24.39851168,17.64967502,7.267225568,46.72346775,12.97928443,5.712058859,31.14734835,23.36173388,9.345671643,7.267225568,5.193669955,3.633612784,32.18901662,8.827282739,12.46089552,22.32495607,30.62895944,11.94250662,30.62895944,17.13128611,16.09450831,13.20424565,9.780922703,18.094707,18.094707,8.802830433,7.824738162,25.91944516,13.69329178,16.62756859,9.780922703,42.54701376,8.313784297,8.313784297,8.802830433,11.24806111,55.26221327,30.80990651,41.07987535,5.868553622,5.868553622,135.4657794,38.14559854,37.65655241,19.07279927,13.69329178,32.27704492,33.25513719,22.98516835,33.25513719,29.83181424,34.7222756,19.07279927,63.57599757,26.4084913,9.780922703,5.379507487,11.73710724,10.26996884,23.47421449,38.14559854,31.78799878,5.868553622,14.67138405,20.53993768,18.58375314,7.335692027,16.62756859,18.094707,10.75901497,2.445230676,11.24806111,18.58375314,15.16043019,21.02898381,13.69329178,0.97809227,3.912369081,19.07279927,12.22615338,4.152001687,11.41922726,10.38244945,16.13852246,,,,sp065,228.2123696,,401.6641599,,469.8214522
,,sp066,27.60496075,10.82477497,21.10907601,16.23971186,28.14543468,10.28430104,37.88926179,25.43796623,18.40160756,7.576832596,48.71403676,13.53224341,5.955410815,32.4743249,24.35701838,9.743827113,7.576832596,5.414936889,3.788416298,33.56037156,9.203353187,12.99176948,23.27607052,31.93385097,12.45129556,31.93385097,17.86113364,16.78018578,13.7667887,10.19762126,18.86559933,18.86559933,9.177859133,8.158097008,27.02369634,14.27666976,17.33595614,10.19762126,44.35965248,8.667978071,8.667978071,9.177859133,11.72726445,57.61656012,32.12250697,42.83000929,6.118572756,6.118572756,141.2370544,39.77072291,39.26084185,19.88536146,14.27666976,33.65215016,34.67191228,23.96440996,34.67191228,31.10274484,36.20155547,19.88536146,66.28453819,27.5335774,10.19762126,5.608691693,12.23714551,10.70750232,24.47429102,39.77072291,33.14226909,6.118572756,15.29643189,21.41500464,19.37548039,7.648215945,17.33595614,18.86559933,11.21738339,2.549405315,11.72726445,19.37548039,15.80631295,21.92488571,14.27666976,1.019762126,4.079048504,19.88536146,12.74702657,4.328890225,11.90572282,10.82477497,16.82607508,,,,sp066,227.3449258,,395.0438297,,469.3417997
,,sp067,28.79669416,11.29209119,22.02037566,16.94079625,29.36050088,10.72828447,39.52497863,26.53614835,19.19602313,7.90393194,50.81706982,14.11644372,6.21251178,33.87627357,25.40853491,10.16447775,7.90393194,5.64870506,3.95196597,35.00920594,9.60067103,13.552637,24.28092147,33.31246685,12.98883028,33.31246685,18.63221641,17.50460297,14.36111456,10.63786264,19.68004588,19.68004588,9.574076374,8.51029011,28.19033599,14.89300769,18.08436648,10.63786264,46.27470247,9.042183242,9.042183242,9.574076374,12.23354203,60.1039239,33.50926731,44.67902308,6.382717582,6.382717582,147.3343975,41.48766429,40.95577115,20.74383214,14.89300769,35.1049467,36.16873297,24.9989772,36.16873297,32.44548104,37.76441236,20.74383214,69.14610714,28.72222912,10.63786264,5.850824451,12.76543516,11.16975577,25.53087033,41.48766429,34.57305357,6.382717582,15.95679396,22.33951154,20.21193901,7.978396978,18.08436648,19.68004588,11.7016489,2.659465659,12.23354203,20.21193901,16.48868709,22.87140467,14.89300769,1.063786264,4.255145055,20.74383214,13.2973283,4.51577269,12.41970463,11.29209119,17.55247335,,,,sp067,226.4173411,,388.1832965,,468.8349528
,,sp068,30.0242494,11.77345428,22.9590677,17.66295425,30.61209026,11.18561342,41.20986281,27.66734027,20.01431771,8.240863429,52.98331709,14.71820427,6.477340838,35.32036284,26.49165855,10.59777255,8.240863429,5.889499974,4.120431714,36.50159024,10.00993169,14.1303634,25.31597682,34.73252198,13.54252254,34.73252198,19.42647685,18.25079512,14.97330502,11.09133705,20.51897354,20.51897354,9.982203346,8.873069641,29.39204319,15.52787187,18.85527299,11.09133705,48.24731617,9.427636493,9.427636493,9.982203346,12.75503761,62.66605434,34.93771171,46.58361561,6.654802231,6.654802231,153.6150182,43.2562145,42.70164765,21.62810725,15.52787187,36.60141227,37.71054597,26.06464207,37.71054597,33.82857801,39.37424653,21.62810725,72.09369083,29.94661004,11.09133705,6.100235378,13.30960446,11.6459039,26.61920892,43.2562145,36.04684542,6.654802231,16.63700558,23.29180781,21.0735404,8.318502788,18.85527299,20.51897354,12.20047076,2.772834263,12.75503761,21.0735404,17.19157243,23.84637466,15.52787187,1.109133705,4.43653482,21.62810725,13.86417131,4.708272578,12.94913601,11.77345428,18.30070613,,,,sp068,225.4216337,,381.1904381,,468.2785056
,,sp069,31.25971787,12.2579204,23.90381086,18.38976753,31.87174781,11.64589046,42.90560833,28.80582425,20.83788729,8.579966893,55.16352874,15.32384397,6.743877074,36.7737612,27.58176437,11.03386052,8.579966893,6.131847134,4.289983447,38.00359495,10.42183058,14.71181403,26.35770449,36.16173126,14.09978409,36.16173126,20.22585735,19.00179747,15.58944187,11.54773472,21.36330922,21.36330922,10.39296124,9.238187772,30.601497,16.1668286,19.63114902,11.54773472,50.23264601,9.815574508,9.815574508,10.39296124,13.27989492,65.24470114,36.37536435,48.5004858,6.928640829,6.928640829,159.9361258,45.03616539,44.45877865,22.51808269,16.1668286,38.10752456,39.26229803,27.13717658,39.26229803,35.22059088,40.99445824,22.51808269,75.06027565,31.17888373,11.54773472,6.351254093,13.85728166,12.12512145,27.71456332,45.03616539,37.53013782,6.928640829,17.32160207,24.2502429,21.94069596,8.660801037,19.63114902,21.36330922,12.70250819,2.886933679,13.27989492,21.94069596,17.89898881,24.82762964,16.1668286,1.154773472,4.619093886,22.51808269,14.43466839,4.902013387,13.48198028,12.2579204,19.05376228,,,,sp069,224.3498219,,374.1731325,,467.6500519
,,sp070,32.475191,12.73454571,24.8332639,19.10481776,33.11101853,12.09871818,44.57390919,29.92588251,21.64812788,8.913582162,57.3084549,15.91968174,7.006099573,38.20363714,28.65422745,11.46289065,8.913582162,6.370272043,4.456791081,39.48129057,10.82706312,15.28385421,27.38257239,37.56780961,14.64802668,37.56780961,21.01230035,19.74064529,16.19560689,11.99674584,22.19397981,22.19397981,10.79707126,9.597396676,31.79137649,16.79544418,20.39446794,11.99674584,52.18584442,10.19723397,10.19723397,10.79707126,13.79625772,67.78161402,37.78974941,50.38633255,7.198047507,7.198047507,166.1549299,46.78730879,46.1874715,23.3936544,16.79544418,39.58926129,40.78893587,28.19235273,40.78893587,36.59007483,42.58844775,23.3936544,77.97884799,32.39121378,11.99674584,6.598210214,14.39609501,12.59658314,28.79219003,46.78730879,38.98942399,7.198047507,17.99511877,25.19316627,22.7938171,8.997559383,20.39446794,22.19397981,13.19642043,2.999186461,13.79625772,22.7938171,18.59495606,25.79300357,16.79544418,1.199674584,4.798698338,23.3936544,14.99593231,5.092618611,14.00620077,12.73454571,19.79463064,,,,sp070,223.1939242,,367.2392572,,466.9271857
,,sp071,33.64276019,13.19238638,25.72608555,19.79168659,34.3014474,12.53369917,46.17645936,31.0017973,22.42643545,9.234049065,59.36884574,16.49203649,7.257987421,39.57715915,29.68442287,11.87501195,9.234049065,6.599300207,4.617024533,40.90074761,11.21632474,15.83334927,28.36704844,38.91847193,15.17466206,38.91847193,21.76774823,20.4503738,16.77788188,12.42806065,22.99191221,22.99191221,11.18525459,9.942448522,32.93436073,17.39928491,21.12770311,12.42806065,54.06206384,10.56385156,10.56385156,11.18525459,14.29226975,70.21854269,39.14839106,52.19785474,7.456836392,7.456836392,172.12864,48.46943655,47.84803351,24.23471827,17.39928491,41.01260016,42.25540622,29.20594253,42.25540622,37.90558499,44.11961532,24.23471827,80.78239424,33.55576376,12.42806065,6.835433359,14.91367278,13.04946369,29.82734557,48.46943655,40.39119712,7.456836392,18.64209098,26.09892737,23.61331524,9.32104549,21.12770311,22.99191221,13.67086672,3.107015163,14.29226975,23.61331524,19.26349401,26.7203304,17.39928491,1.242806065,4.971224261,24.23471827,15.53507582,5.275711747,14.50976081,13.19238638,20.50630008,,,,sp071,221.9459588,,360.4966902,,466.087501
,,sp072,34.73451685,13.62049857,26.56093457,20.4339557,35.41457942,12.940436,47.67495284,32.00785086,23.154206,9.533707431,61.29545141,17.02722713,7.493519704,40.86149571,30.64772571,12.26037342,9.533707431,6.813457128,4.766853716,42.22803655,11.58031084,16.34716456,29.28760055,40.18143314,15.66710198,40.18143314,22.47414343,21.11401827,17.32234863,12.83136936,23.73803331,23.73803331,11.54823242,10.26509548,34.00312879,17.9639171,21.8133279,12.83136936,55.8164567,10.90666395,10.90666395,11.54823242,14.75607476,72.49723686,40.41881347,53.89175129,7.698821613,7.698821613,177.7144656,50.04234049,49.40077202,25.02117024,17.9639171,42.34351887,43.62665581,30.15371799,43.62665581,39.13567653,45.55136121,25.02117024,83.40390081,34.64469726,12.83136936,7.057253146,15.39764323,13.47293782,30.79528645,50.04234049,41.70195041,7.698821613,19.24705403,26.94587565,24.37960178,9.623527017,21.8133279,23.73803331,14.11450629,3.207842339,14.75607476,24.37960178,19.8886225,27.58744411,17.9639171,1.283136936,5.132547742,25.02117024,16.03921169,5.446916291,14.98062372,13.62049857,21.17175944,,,,sp072,220.5979441,,354.0533092,,465.1085917
,,sp073,35.81067757,14.0424951,27.38385761,21.06704988,36.51181015,13.34136251,49.15204008,32.99953276,23.87158022,9.829085124,63.19453518,17.55477249,7.725687366,42.1274853,31.59726759,12.64022993,9.829085124,7.024554779,4.914542562,43.53636493,11.93909734,16.8536399,30.19500242,41.42635271,16.15250732,41.42635271,23.17044764,21.76818247,17.85903757,13.22891672,24.47349594,24.47349594,11.90602505,10.58313338,35.05662931,18.52048341,22.48915843,13.22891672,57.54578774,11.24457921,11.24457921,11.90602505,15.21325423,74.74337948,41.67108767,55.56145023,7.937350033,7.937350033,183.2204966,51.59277522,50.93132938,25.79638761,18.52048341,43.65542518,44.97831685,31.0879543,44.97831685,40.348196,46.96265436,25.79638761,85.98795869,35.71807515,13.22891672,7.275904197,15.87470007,13.89036256,31.74940013,51.59277522,42.99397935,7.937350033,19.84337508,27.78072512,25.13494177,9.921687541,22.48915843,24.47349594,14.55180839,3.30722918,15.21325423,25.13494177,20.50482092,28.44217095,18.52048341,1.322891672,5.291566689,25.79638761,16.5361459,5.615675148,15.44476027,14.0424951,21.82771259,,,,sp073,218.9221918,,347.7555414,,463.7440339
,,sp074,36.94015161,14.48539746,28.24754852,21.73150774,37.66339802,13.76215105,50.70230266,34.04034289,24.62449338,10.13909592,65.18770013,18.1084526,7.969356683,43.45619239,32.59385006,13.03890464,10.13909592,7.246110272,5.069547958,44.90950829,12.31565823,17.38520619,31.14735724,42.73294598,16.66195978,42.73294598,23.90124697,22.45475415,18.42231425,13.6461587,25.2453936,25.2453936,12.28154283,10.91692696,36.16232056,19.10462218,23.1984698,13.6461587,59.36079036,11.5992349,11.5992349,12.28154283,15.69308251,77.10079667,42.98539992,57.31386655,8.187695222,8.187695222,188.999298,53.22001894,52.53771101,26.61000947,19.10462218,45.03232372,46.39693959,32.06847295,46.39693959,41.62078405,48.4438634,26.61000947,88.70003157,36.8446285,13.6461587,7.505387287,16.37539044,14.32846664,32.75078089,53.22001894,44.35001579,8.187695222,20.46923806,28.65693328,25.92770154,10.23461903,23.1984698,25.2453936,15.01077457,3.411539676,15.69308251,25.92770154,21.15154599,29.33924121,19.10462218,1.36461587,5.458463481,26.61000947,17.05769838,5.79279437,15.93189029,14.48539746,22.51616186,,,,sp074,216.7565922,,341.387755,,461.8025091
,,sp075,38.10806939,14.94337483,29.14063673,22.41858164,38.85418231,14.19726191,52.3053313,35.1165789,25.40303333,10.4596585,67.24870612,18.68097823,8.221319736,44.83012448,33.62435306,13.45114899,10.4596585,7.475206814,5.22982925,46.32938913,12.70503606,17.93486531,32.13212722,44.08401156,17.18875239,44.08401156,24.65692041,23.16469456,19.00476309,14.07760229,26.04356423,26.04356423,12.66984206,11.26208183,37.30564606,19.7086432,23.93192389,14.07760229,61.23756995,11.96596194,11.96596194,12.66984206,16.18924263,79.53845292,44.3444472,59.12592961,8.446561372,8.446561372,194.9747917,54.90264892,54.1987688,27.45132446,19.7086432,46.45608755,47.86384778,33.08236537,47.86384778,42.93668698,49.97548812,27.45132446,91.50441487,38.00952617,14.07760229,7.742681258,16.89312274,14.7814824,33.78624549,54.90264892,45.75220743,8.446561372,21.11640343,29.5629648,26.74744435,10.55820172,23.93192389,26.04356423,15.48536252,3.519400572,16.18924263,26.74744435,21.82028354,30.26684492,19.7086432,1.407760229,5.631040915,27.45132446,17.59700286,5.975942171,16.43560067,14.94337483,23.22804377,,,,sp075,214.1915317,,334.9647397,,459.3442692
,,sp076,39.29956132,15.41059636,30.05175173,23.11952398,40.06900231,14.64115537,53.94071669,36.2145385,26.19728792,10.78669156,69.35131305,19.26506017,8.478368604,46.23178908,34.67565653,13.87171439,10.78669156,7.708927618,5.393345782,47.77792993,13.1022734,18.49561918,33.13677455,45.46234809,17.72617819,45.46234809,25.42784694,23.88896496,19.59896852,14.51775446,26.85784575,26.85784575,13.06597901,11.61420357,38.47204932,20.32485624,24.68018258,14.51775446,63.1522319,12.34009129,12.34009129,13.06597901,16.69541763,82.02531269,45.73092655,60.97456873,8.710652676,8.710652676,201.0708993,56.61924239,55.89335467,28.3096212,20.32485624,47.90858972,49.36036516,34.11672298,49.36036516,44.2791511,51.53802833,28.3096212,94.36540399,39.19793704,14.51775446,7.984764953,17.42130535,15.24364218,34.8426107,56.61924239,47.18270199,8.710652676,21.77663169,30.48728436,27.58373347,10.88831584,24.68018258,26.85784575,15.96952991,3.629438615,16.69541763,27.58373347,22.50251941,31.21317209,20.32485624,1.451775446,5.807101784,28.3096212,18.14719307,6.162786768,16.94947833,15.41059636,23.95429486,,,,sp076,211.3173963,,328.5012851,,456.4295661
,,sp077,40.49975781,15.88123122,30.96952297,23.82558711,41.29269729,15.08829175,55.58804956,37.32051935,26.99734502,11.1161138,71.46928078,19.85340917,8.737295369,47.64369367,35.73464039,14.29535227,11.1161138,7.944355892,5.5580569,49.23705318,13.50241279,19.06046969,34.14876144,46.85075419,18.26753021,46.85075419,26.20440555,24.61852659,20.19751498,14.96112221,27.67807608,27.67807608,13.46500999,11.96889777,39.64697385,20.94557109,25.43390775,14.96112221,65.0808816,12.71695388,12.71695388,13.46500999,17.20529054,84.53034047,47.12753495,62.83671327,8.976673324,8.976673324,207.2115426,58.34837661,57.6003205,29.1741883,20.94557109,49.37170328,50.8678155,35.15863719,50.8678155,45.63142273,53.11198383,29.1741883,97.24729435,40.39502996,14.96112221,8.228617214,17.95334665,15.70917832,35.9066933,58.34837661,48.62364717,8.976673324,22.44168331,31.41835663,28.42613219,11.22084166,25.43390775,27.67807608,16.45723443,3.740280552,17.20529054,28.42613219,23.18973942,32.16641275,20.94557109,1.496112221,5.984448883,29.1741883,18.70140276,6.350996377,17.46711018,15.88123122,24.68585164,,,,sp077,208.2245724,,322.0121806,,453.1186519
,,sp078,41.69378928,16.34944859,31.88257991,24.52802343,42.51010655,15.53313132,57.22692061,38.42081912,27.79329249,11.4438439,73.57636919,20.43873601,8.99489211,49.04834576,36.7881846,14.71681406,11.4438439,8.178574846,5.72192195,50.68868139,13.9004968,19.62241875,35.15555007,48.2320285,18.80610148,48.2320285,26.97697522,25.3443407,20.7929869,15.40221252,28.49409316,28.49409316,13.86199127,12.32177001,40.81586317,21.56309752,26.18376128,15.40221252,66.99962445,13.09188064,13.09188064,13.86199127,17.71254439,87.02250072,48.51696943,64.68929257,9.24132751,9.24132751,213.3206434,60.06862882,59.29851819,30.03431441,21.56309752,50.82730131,52.36752256,36.19519941,52.36752256,46.97674818,54.67785444,30.03431441,100.1143814,41.5859738,15.40221252,8.471216884,18.48265502,16.17232314,36.96531004,60.06862882,50.05719068,9.24132751,23.10331878,32.34464629,29.26420378,11.55165939,26.18376128,28.49409316,16.94243377,3.850553129,17.71254439,29.26420378,23.8734294,33.11475691,21.56309752,1.540221252,6.160885007,30.03431441,19.25276565,6.538239213,17.98208311,16.34944859,25.41365065,,,,sp078,205.003446,,315.5122158,,449.4717786
,,sp079,42.86678614,16.80941762,32.77955202,25.21808531,43.70606936,15.9701344,58.83692054,39.50173551,28.57521817,11.76580056,75.64633816,21.01375146,9.247950907,50.42825285,37.82316908,15.13085119,11.76580056,8.408667692,5.882900278,52.11473705,14.29156797,20.17446825,36.14460265,49.58896963,19.33518503,49.58896963,27.73593496,26.05736852,21.37796871,15.83553238,29.2957349,29.2957349,14.25197914,12.6684259,41.9641608,22.16974533,26.92040504,15.83553238,68.88456583,13.46020252,13.46020252,14.25197914,18.21086223,89.47075792,49.88192698,66.50923598,9.501319425,9.501319425,219.3221234,61.75857627,60.96679965,30.87928813,22.16974533,52.25725684,53.84081008,37.21350108,53.84081008,48.29837375,56.21613993,30.87928813,102.9309604,42.75593741,15.83553238,8.709542807,19.00263885,16.62730899,38.0052777,61.75857627,51.46548022,9.501319425,23.75329856,33.25461799,30.08751151,11.87664928,26.92040504,29.2957349,17.41908561,3.958883094,18.21086223,30.08751151,24.54507518,34.04639461,22.16974533,1.583553238,6.33421295,30.87928813,19.79441547,6.722183494,18.48798405,16.80941762,26.12862842,,,,sp079,201.7444034,,309.0161804,,445.5491979
,,sp080,44.0038788,17.25530748,33.64906875,25.88702512,44.86542501,16.39376127,60.39764008,40.54956619,29.33320994,12.07790246,77.65294756,21.5711663,9.493263842,51.76592244,38.82647378,15.53221507,12.07790246,8.631717637,6.038951228,53.49714264,14.67066887,20.70962009,37.10338137,50.90437623,19.84807389,50.90437623,28.47166373,26.74857132,21.94504484,16.25558877,30.07283923,30.07283923,14.63002989,13.00447102,43.07731024,22.75782428,27.63450091,16.25558877,70.71181115,13.81725045,13.81725045,14.63002989,18.69392709,91.84407655,51.20510463,68.27347284,9.753353262,9.753353262,225.1399045,63.3967962,62.58401677,31.6983981,22.75782428,53.64344294,55.26900182,38.20063361,55.26900182,49.57954575,57.70734013,31.6983981,105.661327,43.89008968,16.25558877,8.940573824,19.50670652,17.06836821,39.01341305,63.3967962,52.8306635,9.753353262,24.38338316,34.13673642,30.88561866,12.19169158,27.63450091,30.07283923,17.88114765,4.063897193,18.69392709,30.88561866,25.19616259,34.94951586,22.75782428,1.625558877,6.502235508,31.6983981,20.31948596,6.900497433,18.97839989,17.25530748,26.82172147,,,,sp080,198.5378308,,302.5388638,,441.411162
